customer_id,analysis_id,status,job_role,experience_level.level,experience_level.years,overview,strengths,gaps,recommendations,keywords,formatting_issues,regional_insights,created_at,file_name
25,1765877317442,craft,Accommodation and Hospitality Managers nec,Mid,2,"Recent Computer Science graduate with data analysis and hospitality experience, including 2 years as kitchen assistant and leadership as resident assistant. Holds Work and Holiday visa in Australia, seeking roles such as barista, kitchen hand, or waiter.",Strong work ethic | Adaptability in fast-paced environments | Excellent communication skills,Missing 'Customer Service' keyword | Lacks 'POS System' experience | No food safety certification | No metrics in hospitality roles | Objective too generic,Add 'Customer Service' and hospitality keywords | Include food safety certification if available | Quantify achievements in kitchen and reception roles | Consolidate internship and capstone under 'Experience' | Tailor objective to specific hospitality position,Barista | Kitchen Hand | Waiter | Customer Service | POS Systems,Inconsistent bullet styles | Mixed dash and bullet lists | Date format inconsistent | 'OTHERS' section label unclear | Skills list split across pages,"Use Australian English spelling (e.g., 'favour', 'organisation') | Clearly state visa status and work rights on CV | Mention expected wages in AUD for hospitality roles | Include availability for weekend and evening shifts | Highlight familiarity with local POS systems",2025-12-16T09:29:27,CV_LONGTRINH.pdf
25,1765877375294,craft,Accommodation and Hospitality Managers nec,Entry,2,"Recent Computer Science graduate (minor in Data Science) with 2+ years of hands-on hospitality experience and a Work and Holiday (subclass 462) visa in Australia. Seeking entry-level roles (barista, kitchen hand, waiter) to apply strong work ethic, adaptability, and communication skills in a fast-paced environment.",Strong work ethic | Quick adaptability | Excellent communication,No clear core competencies section | Missing location field | No languages proficiency listed,Add a concise Core Competencies section | Condense objective to 2–3 lines | Include a dedicated Languages proficiency section | Standardize date and bullet formatting | List visa status separately under header,Hospitality | Barista | Kitchen Assistant | Customer Service | Food Hygiene | Teamwork | Data Analysis,Inconsistent bullet styles (• vs -) | Date formats vary (– vs -) | ’OTHERS’ header unclear | Certification layout minimal | Objective overly long paragraph,"Use Australian English spelling (e.g., ‘labour’, ‘organisation’) | Highlight Work and Holiday (subclass 462) visa clearly | Keep resume to one page for entry roles | Emphasise customer service skills and availability | Use A$ if including salary expectations",2025-12-16T09:30:20,CV_LONGTRINH.pdf
58,1765985962026,craft,Marketing Specialist,Mid,2,"Motivated Master of Digital Communication student at QUT with a strong background in campaign management, content creation, and event coordination across multicultural teams; seeking part-time marketing or administrative roles in Brisbane.",Multicultural team collaboration | Campaign & event coordination | Bilingual communication,No performance metrics or KPIs | Missing SEO/SEM and PPC keywords | Lacks CRM tool experience | No Google Analytics mention | Metrics-driven achievements absent,"Add quantifiable metrics (e.g., engagement rates, budgets). | Include key marketing tools (Google Analytics, CRM platforms). | Correct typos and unify formatting across sections. | Incorporate ATS keywords (SEO, PPC, ROI, KPI). | Highlight Australian spelling and local platforms usage.",Social media marketing | Content creation | Event coordination | Budget management | Bilingual communication | Multicultural collaboration,Spelling error in 'ADMISNITRATIVE' header | Typo 'ASSISSTANT' in Marketing & Event Assistant title | Duplicate company name under Administrative Intern | Inconsistent bullet indentation in Intern section | No space before GPA colon in Bachelor entry,"State full work rights under visa 500 prominently. | Use Australian English spelling (e.g., ‘organisation’). | Consider one-page resume format for student roles. | Mention familiarity with local job boards (Seek, Indeed). | Expected part-time marketing rates: AUD $25–35/hr.",2025-12-17T15:40:01,Dang Thanh Vu's CV.pdf
94,1766384952415,completed,Front-end web development,Senior,5,"Frontend Developer with 5+ years of experience building secure, high-performance web applications in the healthcare and financial sectors. Specializes in React, TypeScript, and accessibility standards. Proven track record delivering compliant UI features, improving performance metrics, and collaborating closely with backend, UX, and security teams.",Expert React & TypeScript skills | HIPAA & PCI-DSS compliance | Proven performance optimization,No specific WCAG accessibility details | Lacks mention of cross-browser testing | Absence of Webpack/Babel proficiency | No certifications listed | Contact details lack portfolio URL,"Add WCAG accessibility achievements specifying compliance levels | Include cross-browser compatibility and tools like Webpack/Babel | List relevant certifications (e.g., Certified React Developer) | Add a portfolio or project URL in contact section | Use consistent bullet formatting and spacing across sections",React | TypeScript | Next.js | Redux | HIPAA | PCI-DSS | Performance optimization | Accessibility | Agile | Jest | Cypress,Inconsistent bullet formatting in CORE SKILLS | Missing space after hyphens in skills list | Work Experience entries lack line breaks | Summary section not separated by blank line | Education date format hyphen style inconsistent,"Clarify entitlement to work in Australia or visa sponsorship if relocating | Senior Front-end roles in Australia pay around AU$120k–150k annually | Highlight experience with Australian accessibility regulations (e.g., WCAG) | Mention familiarity with local frameworks (e.g., Vue/Nuxt.js) for broader market fit | Use Australian English spelling conventions (e.g., colour, organise)",2025-12-22T06:29:35,CV_3.docx
28,1766970122432,craft,Test engineering,Senior,5,"Software Quality Assurance engineer with ~5 years of experience in test automation (Playwright, Robot Framework), scripting (JavaScript, Python), CI/CD integration, and Agile/Scrum methodologies.",Developed robust test automation frameworks | Expert in cross-browser & API testing | Integrated CI/CD pipelines for QA,Missing contact information | No professional certifications listed | Lacks quantified project outcomes | Inconsistent date formatting in experience | Section header 'Skill' should be 'Skills',"Add a header with email, phone, and location | Create a Certifications section (e.g., ISTQB) | Quantify achievements (e.g., reduced defects by X%) | Include a Core Competencies section with keywords | Standardise date and heading formats",QA Engineer | Test Automation | Automation Framework | Agile/Scrum | API Testing | CI/CD | Playwright | Robot Framework,Section title 'Skill' singular | Missing header for contact details | No consistent bullet indentation | Dates use '/' inconsistent with Australian format | Long summary without subheadings,"Australian employers expect clear contact info and local address | Include work authorisation or visa status if applicable | Use Australian date format (MM/YYYY) for consistency | Highlight familiarity with local QA tools (e.g., TestRail) | Senior QA salaries typically AUD 80-100K annually",2025-12-29T01:02:34,QC_1.pdf
28,1766970472090,craft,Test engineering,Senior,5,"Software QA professional with ~5 years of experience in manual and automated testing using Playwright, Robot Framework, and Selenium WebDriver. Proficient in JavaScript, Python, CI/CD integration with Jenkins and GitLab CI, API and cross-platform testing, and Agile/Scrum methodologies.",5 years in software QA automation | Expert in Playwright & Robot Framework | Strong API & cross-browser testing,Lacks contact information | Missing location detail | Inconsistent date formats | Section heading 'SKILL' should be plural | Summary lacks quantifiable metrics,"Add contact details and location at header | Standardize date formats (e.g., YYYY-MM) | Use plural 'SKILLS' heading | Bullet 'Tools & Technologies' for consistency | Include metrics to quantify achievements (e.g., defect reduction rates)",Test Automation | Playwright | Robot Framework | Selenium Webdriver | CI/CD | Jenkins | GitLab CI | API Testing | Agile | JIRA,"Inconsistent date formats | 'SKILL' heading should be 'SKILLS' | Missing contact information (email, phone) | Missing location detail | 'Tools & Technologies' not formatted as bullets","Australian employers value visa status clarity – include work rights | Use Australian English spelling (e.g., 'organise') | Average QA Automation salary: AUD 80–110k | Highlight experience with Agile/Scrum and CI/CD tools popular in Australia | Note willingness for hybrid/remote work given local preferences",2025-12-29T01:08:22,QC_1.pdf
28,1766970531512,craft,Test engineering,Mid,5,"5 years of professional experience in Software Quality Assurance. Proficient in developing and maintaining automated test scripts using Playwright and Robot Framework, and skilled in JavaScript, Python, and SQL. Experienced in CI/CD integration with Jenkins and GitLab CI, defect tracking with JIRA, API testing with Postman, and container-based testing with Docker. Strong background in functional, regression, smoke, and integration testing across web and API layers, with commitment to continuous quality improvement.",5 years in QA automation | Expert in Playwright & Robot Framework | Skilled in API & cross-platform testing,Missing contact details | No certifications listed | Inconsistent date formats | Lacks metrics in achievements | Missing soft skills section,"Add contact details (email, phone, location) at top | Include relevant professional certifications | Quantify achievements with metrics | Separate technical and soft skills clearly | Standardize date formats (MM/YYYY)",Test automation | Playwright | Robot Framework | CI/CD | Jenkins | Agile/Scrum | API testing | Docker | GitLab CI,Missing contact section | Inconsistent date formatting | Nested bullets indentation | Summary section dense bullets | Lack of clear skill categorization,"Use Australian English spelling for consistency (e.g., 'behaviour') | Highlight right to work in Australia (e.g., visa status) | Include Australian contact number format (+61) | Mention experience with local CI/CD tools (e.g., Azure DevOps) | Align salary expectations with local QA ranges (AUD70k–90k)",2025-12-29T01:09:24,QC_1.pdf
28,1766970593003,craft,Test engineering,Senior,5,"~5 years of QA experience with automated testing using Playwright, Robot Framework, and scripting in JavaScript and Python. Skilled in CI/CD integration with Jenkins and GitLab CI, defect tracking with JIRA, API testing with Postman, Agile methodologies, cross-browser/platform testing, and containerized testing environments using Docker. Committed to improving test coverage, reducing manual effort, and driving continuous quality improvement.",Automated testing with Playwright/Robot | CI/CD integration with Jenkins/GitLab CI | Cross-browser & cross-platform testing,Missing contact information | No LinkedIn or portfolio link | Inconsistent date formats | Lacks professional title/header,"Add name, contact info, and professional title header | Include LinkedIn or portfolio URL | Standardize date format across work history | Quantify achievements and test coverage improvements | List relevant certifications or training",Playwright | Robot Framework | JavaScript | Python | CI/CD | JIRA | API testing | Docker,No header with name/contact | Skills section title singular | Tools listing not distinct | Long summary without subheaders,"Use Australian spelling (e.g., 'organise') | Highlight work rights or visa status for employers | Include Australian salary expectations (AUD 90k–120k) | Mention local testing tools (e.g., Cypress) | Use 'CV' with personal statement for Australia",2025-12-29T01:10:17,QC_1.pdf
95,1766985315025,craft,Test engineering,Lead,22,"Lead Test Engineer with 22+ years of software QA experience, specializing in manual, performance, and security testing within Agile teams.",10+ years manual & functional testing | Proven QC team leadership | Performance & security testing expertise,"Objective is vague | Missing modern tools (e.g., Selenium) | No LinkedIn profile link | Inconsistent date formats | Tables hinder ATS parsing","Convert skills tables to bullet lists | Refine objective with specifics and achievements | Quantify team size and scope in work history | Add LinkedIn and portfolio links | Include key automation tools (e.g., Selenium)",Manual testing | Regression testing | JMeter | ISTQB | Agile/Scrum,Mixed bullet styles (- and •) | Tables reduce ATS readability | Inconsistent spacing between sections,"Use Australian English spelling conventions | Specify visa/work rights (e.g., permanent residency) | Express salary expectations in AUD range | Highlight ISTQB certification recognized in Australia | Mention experience with Jira and relevant local tools",2025-12-29T05:15:42,NGÃ THá» OANH_2024.pdf
96,1767077621872,craft,Test engineering,Entry,2,"Dedicated QC Engineer with over a year of manual testing experience for mobile and PC game products, proficient in Python, test case design, functional testing, defect management, Jira and Agile workflows, with strong analytical and communication skills.",Workflow automation expertise | Deep learning data analysis | Agile testing methodologies,Lacks quantified impact metrics | No Australian visa status | Missing industry-specific keywords | Unclear career objective | Skills section overcrowded,Quantify achievements with metrics in work experience | Specify work authorization or visa status | Streamline skills section into categories | Tailor summary to Australian job market | Use consistent formatting for dates and headings,manual testing | test case design | functional testing | defect management | Python | JavaScript | Jira | Agile | SQL | HTML | CSS | Figma,Inconsistent bullet punctuation | Skills list uses varying colon spacing | Company names lack uniform formatting | Line spacing inconsistent | Certification formatting unaligned,"Australian employers favour concise bullet-point summary | Include visa/citizenship status (e.g., work rights in Australia) | Use DD/MM/YYYY date format | Highlight experience with local testing tools (e.g., Selenium) | Typical QA Engineer salary: A$70k–A$90k",2025-12-30T06:54:12,CV_Nguyá»n Quang Kháº£i_Game Tester.pdf
96,1767611915426,craft,Test engineering,Entry,1,"I am a dedicated QC Engineer with over a year of experience in manual testing for mobile and PC game products, specializing in test case design, functional testing, and defect management. Proficient in Python and basic JavaScript, I bring a strong QA mindset and analytical skills to deliver high-quality software through meticulous testing. Experienced in Jira for bug tracking and familiar with Agile workflows, I excel in reviewing requirements, collaborating with cross-functional teams, and communicating effectively in written English. Eager to learn and adapt, I am committed to enhancing testing processes and contributing to innovative web and app projects.",QA expertise in manual and automation testing | Proficient in Python and basic JavaScript | Experienced with Agile workflows and Jira,ATS keywords for popular automation tools missing | No mention of API or integration testing | Missing quantifiable QA metrics | Lacks Australian English localization | No CI/CD testing or pipeline experience,"List specific automation tools (e.g., Selenium, Appium) | Include API and integration testing experience | Quantify QA improvements with metrics | Separate certifications into its own section | Localise CV using Australian English spelling",QA Engineer | Quality control | Manual testing | Workflow automation | Python | Jira | Agile | Data analysis | Test planning | Defect management,Inconsistent bullet punctuation | Dates formatted inconsistently across sections | Mixed use of QC and QA terminology | Certifications merged in education section | No clear section separators for certifications,"Highlight Australian work rights or visa eligibility | Use Australian English (e.g., organise, prioritise) | Mention local testing frameworks like Cypress | Entry-level QA salaries range AUD 60-75k | Emphasise remote collaboration across time zones",2026-01-05T11:19:51,CV_Nguyá»n Quang Kháº£i_Game Tester.pdf
97,1767670162545,completed,Business analyst,Senior,12,"A Product Owner with strong experience delivering digital products across AI-powered HR knowledge platforms, social media and video products, AdTech systems, and POS platforms. Proven ability to collaborate with CEOs, international stakeholders, and cross-functional teams to translate business needs into clear user stories and drive Agile delivery. Known for strong problem-solving skills, UI/UX thinking, and effective communication with both technical and non-technical audiences.",Agile product ownership | Strong UI/UX problem-solving | Stakeholder collaboration,Missing quantifiable achievements | No certifications listed | No language proficiency section | Skills and tools separated may confuse ATS | Lacks impact metrics,"Quantify achievements with metrics (e.g., % adoption, time saved) | Add a certifications section (e.g., Agile, Scrum) | Include language proficiency and relevant languages | Standardize bullet symbols and date formats | Highlight Australian English spelling and local terminology",Product Owner | Business Analyst | Agile | Backlog Management | User Stories | Sprint Planning | UI/UX | Analytics | Stakeholder Management | AI | AdTech | POS,Inconsistent bullet symbols | Mixed en dash and hyphen in dates | Tools section not under Skills header | No clear section dividers | Company and role on same line without delimiter,"State Australian work rights or visa status upfront | Use Australian English (e.g., 'organisation', 'analysing') | Mention PMI-ACP or similar Agile certifications valued locally | Reference Australian government frameworks in BA projects | BA salary range in Australia typically AU$90K–120K",2026-01-06T03:30:37,CV_HIep_Nguyen.pdf
98,1768204749541,craft,Test engineering,Senior,11,"Experienced 11 years of experience in Software Quality Assurance Engineer with a strong background in manual and automation testing across web, desktop, and mobile applications. Skilled in functional, regression, and API testing with solid knowledge of networking systems and multi-domain projects, including Networking, Gaming, eGovernment, Healthcare, and AI Camera platforms.",Manual & automation testing | Multi-domain project expertise | Strong attention to detail,No dedicated technical skills section | Lack of quantifiable metrics | Inconsistent date formats | Missing LinkedIn profile link | Single foreign language only,"Add a dedicated technical skills section listing tools and frameworks | Quantify achievements with metrics (e.g., bug reduction rate) | Standardize date formats throughout the document | Include LinkedIn or professional portfolio links | Highlight key certifications in a summary section",Software Quality Assurance | Manual Testing | Automation Testing | API Testing | Regression Testing | Localization Testing | Performance Testing | UAT | MSSQL | Postman | JMeter | UFT | Katalon | Agile Scrum | Test Planning,Inconsistent date format (“Now” vs specific date) | Missing dedicated technical skills section | Mixed bullet symbols across sections | Nested bullet indentation inconsistent | Education entry lacks consistent separator,Use DD/MM/YYYY date format common in Australia | Highlight Australian work rights or visa status explicitly | Include LinkedIn or professional profile links for Australian recruiters | Australian QA roles often require familiarity with Selenium/Cypress | Senior QA salary range in Australia is ~AUD 100–130k,2026-01-12T07:59:55,Nguyen Tuan Phat_QC.pdf
99,1768205001846,craft,Content Creator (Marketing),Entry,0,"High-achieving high school student with exceptional academic record, debate competition wins, and leadership in content creation and event organization.",High GPA across Grades 10–12 | Champion in multiple debate competitions | Led content creation and campaigns,No professional work experience | Missing dedicated skills section | No summary or objective statement | Lacks ATS-friendly keywords | Inconsistent date formats,Add a concise professional summary or objective | Include a skills section with relevant keywords | Standardize date format across all sections | Quantify impact in extracurricular roles | List technical or digital tools proficiency,Research | Presentation | Leadership | Communication | Content Creation,Highlighted contact info may not parse | Section headings style inconsistent | Bullet indentation varies,"Show IELTS score prominently for Australian recruiters | Clarify visa or study rights to work in Australia | Use reverse chronological order familiar to Australian employers | Incorporate ATS keywords like ""content creation"" and ""event organization"" | Highlight transferable skills relevant to Australian market",2026-01-12T08:03:50,CV Khanh An_anonymized.pdf
100,1768205136192,craft,Test engineering,Mid,3,"Quality Assurance professional with 3+ years testing online gaming platforms. Skilled in Java, manual and automated testing (API, UI, black-box, white-box, grey-box, stress), Selenium, TestNG, SQL and test documentation.",Expert in API & UI testing | Proficient with Selenium & TestNG | Strong test documentation skills,No LinkedIn or portfolio link | Missing concise objective statement | Lacks quantified achievements | Inconsistent date formatting | No ISTQB or QA certification,"Add a concise career objective or summary bullets | Include a LinkedIn profile or professional portfolio | Quantify achievements (e.g., number of bugs found) | List formal QA certifications (e.g., ISTQB) | Standardize date formats throughout CV",Java | API Testing | Selenium | TestNG | SQL | Figma | Jira,Mixed bullet symbols | Overlong paragraphs under Summary | Duplicate education in certificates | No clear section breaks | Inconsistent dash usage,"Highlight work eligibility or visa status for Australia | Mention familiarity with local testing tools (e.g., AWS Device Farm) | Align terminology to Australian market (e.g., ‘test script’ over ‘test case’) | Reference ISTQB or local QA certifications recognized in Australia | Benchmark salary around AUD 70K–90K for mid-level QA roles",2026-01-12T08:06:18,Nguyen Ngoc bao Tran.pdf
101,1768225185605,craft,Front-end web development,Senior,6,"Highly accomplished Software Engineer with 6 years of experience specializing in Front-end Web Development. Proven expertise across the entire software development lifecycle, from Software Architecture Design and performance optimization to rigorous quality assurance and process management. Successfully implemented and managed robust Software Development Processes, focusing on Algorithm Optimization and Risk Mitigation to deliver high-quality, scalable, and user-centric applications.",Front-end performance optimization | Agile/Scrum process leadership | Cross-functional collaboration,Undefined framework usage placeholders | Lack of measurable impact metrics | Bracketed dates hamper ATS parsing | No certifications listed | Missing targeted framework keywords,Replace framework placeholders with actual technologies | Quantify achievements with performance metrics | Standardize date formats without brackets | Include relevant certifications or trainings | Streamline core skills into bullet lists,JavaScript | React | Angular | Vue | HTML5 | CSS3 | Sass | Responsive Design | Agile | Scrum | Performance Optimization | Software Architecture | Code Review | Debugging | Algorithm Optimization,Placeholder text in framework list | Bracketed dates in experience | Inconsistent date formatting | Core skills section lacks clear separation | Professional summary without bullet highlights,"Australian employers favor React and TypeScript expertise | Highlight availability in AEST/AEDT for local collaboration | Include visa status if not an Australian citizen | Tailor CV terminology to local usage (e.g., 'CV' vs 'resume') | Add certifications recognized in Australia (e.g., AWS, Azure)",2026-01-12T13:40:36,NGUYá»N VÄN AN_Font-End developer.docx
79,1768225331102,craft,Artificial intelligence,Entry,4,"Dedicated and motivated student of the first cohort at VinUniversity in pursuing a bachelor’s degree in Computer Science. An eagerness to acquire novel techniques and enhance practical skills through internships. The ability to self-study, operate in an orderly correlated with good time management. Consisting of good traits in the workplace (discipline, flexibility, determination, and networking). A great interest in technology positions towards AI, Data Engineering, Data Analytics, Software Engineering, and Product Manager as my target career.",NLP & ML implementation skills | Full-stack web development | Proven leadership in student organizations,"Missing AI framework keywords (TensorFlow, PyTorch) | No quantified project results | No career objective keywords | No education dates for degrees | Missing certification listings","Add specific AI frameworks (TensorFlow, PyTorch) to technical skills | Quantify project outcomes (e.g., accuracy improvements, user metrics) | Include relevant certifications (e.g., AWS Machine Learning) | Standardize date formats and section headers | Tailor the summary to target AI roles with keywords",Python | JavaScript | Java | HTML | React | Node.js | Strapi | NLTK | NumPy | Pandas | Jupyter Notebook | Machine Learning | Naïve Bayes | OOP | Data Structure | Leadership | Teamwork | Time Management | GitHub | Android Studio | Presentation,"Inconsistent date formats (e.g., 01/2022 vs 06/2021 - Present) | Mixed bullet symbols styles | Long text blocks in summary without breaks | Missing consistent indentation in sections | No clear section separators for projects","Use ‘Master’s by coursework’ notation for Australian applications | Include Australian mobile number format with +61 if relocating | Highlight work rights (e.g., student visa eligibility) in cover letter | Australian recruiters look for vertical cv length (max 2 pages) | Mention familiarity with local tech communities (e.g., PyData Sydney)",2026-01-12T13:43:06,CV - Khau Lien Kiet - Kiá»t Khau LiÃªn_anonymized.pdf
102,1768227890059,craft,Test engineering,Mid,3,"Quality Assurance professional with over 3 years of experience in manual and automated testing across gaming platforms. Skilled in test planning, execution, and documentation using Selenium, TestNG, and SQL.",Comprehensive game testing expertise | Proficient in automation frameworks | Strong documentation skills,Missing Agile/Scrum methodology | No dedicated skills section | Lacks quantifiable testing metrics | Inconsistent bullet formatting | No ISO/IEC QA certifications,Add dedicated skills section with proficiency levels | Include Agile/Scrum methodology experience | Quantify test results with metrics | Standardize date formats throughout | Showcase automation script examples,Test Plan | Test Case | Regression Testing | Selenium | TestNG | SQL | API Testing | Manual Testing,Inconsistent date formats | Mixed inline lists and bullets | No clear skills section | Section headings lack uniform style | Certificates formatting varies,Include explicit Australian work rights or visa status | Highlight Agile/Scrum as many AU teams use Scrum | Common AU QA tools include ALM and Azure DevOps | Sydney QA tester salary ranges AUD 70–90k | Mention ISO/IEC standards familiarity for AU market,2026-01-12T14:25:41,La Thi Phuong Thao_QC.pdf
20,1768227956938,craft,Back-end web development,Lead,7,"Full-stack Developer with 7 years of experience designing, building, and maintaining web-based systems. Proficient in Java (Spring Boot), Node.js, and ReactJS, specializing in microservices architecture, cloud deployment, and CI/CD automation while leading Agile teams.",Expertise in microservices and cloud deployment | Strong leadership and Agile team management | Full-stack proficiency with Spring Boot & React,Missing measurable achievements or metrics | No dedicated Core Competencies section | Skills section lacks proficiency levels | Tech Stack entries not consistently bulleted | Lacks explicit language proficiency section,Add quantifiable metrics to each project and role | Introduce a Core Competencies section with key skills | Bullet-format Tech Stack entries for consistency | Specify proficiency levels for skills in Skills section | Include a Languages section with proficiency ratings,Java | Spring Boot | Node.js | ReactJS | Microservices | AWS | CI/CD | Agile | Docker | REST API | Team Leadership,"Use plain text for contact details, avoid emojis | Tech Stack line not bullet formatted | Certifications bullets lack spacing | Education dates not on same line | Professional Summary as one block paragraph","State Australian work rights or visa status on your resume | Use ‘resume’ format (A4, 1–2 pages) for Australian employers | Highlight DevOps skills like AWS and Docker in Australia | Use metric-driven achievements preferred by Aussie recruiters | Reference Agile/Scrum experience to match local practices",2026-01-12T14:26:36,DUNG VÅ¨ ÄÃO_Fullstack_Developer_CV.docx
102,1768228010447,craft,Test engineering,Mid,3,"Quality Assurance professional with 3+ years of experience in manual and automated testing for gaming platforms. Skilled in API, UX/UI, black-box, white-box, and regression testing using Selenium, TestNG, SQL, and TestNG. Proven ability to create test plans, templates, and detailed documentation.",Game QA expertise | Automation with Selenium/TestNG | Comprehensive test documentation,No ISTQB or equivalent certification | Missing LinkedIn profile link | Lacks quantified QA metrics | No dedicated Skills section | Inconsistent date styles,"Add a clear Skills section summarizing tools and methodologies | Include LinkedIn or portfolio link in contact info | Quantify achievements (e.g., bugs found per release) | Use consistent date formats (MM/YYYY) throughout | Obtain and list ISTQB or equivalent certification",Manual Testing | API Testing | Selenium | TestNG | SQL | Regression Testing | Smoke Testing | Test Plan | Bug Tracking | UX/UI Testing,Inconsistent date format under Projects | Mix of inline text and bullets | No bold styling for headers | Extra blank lines in sections | Section headings inconsistent,"Obtain ISTQB certification to meet Australian QA standards | Use Australian English spelling (e.g., ‘organisation’) | Signal permanent work rights or visa status upfront | Highlight familiarity with local bug-tracking tools (e.g., Jira) | Include salary expectations in AUD range",2026-01-12T14:27:27,La Thi Phuong Thao_QC.pdf
28,1768228269914,craft,Front-end web development,,0,,,,,,,,2026-01-12T14:31:16,Empty CV.docx
103,1768294188793,craft,Test engineering,Mid,3,"Quality Assurance professional with 3+ years of experience in manual and automation testing for online gaming platforms. Skilled in API testing, UI/UX testing, black-box/white-box testing, Selenium, TestNG, SQL, and test documentation.",Comprehensive manual & automation testing | Game-specific QA expertise | Strong test documentation skills,No Agile/Scrum methodology mentioned | Lacks CI/CD tool keywords | Missing quantifiable metrics | Inconsistent bullet formatting | No professional summary bullets,"Add Agile/Scrum and CI/CD terminology | Quantify outcomes (e.g., defects found per cycle) | List automation tool versions and integrations | Use bullet points in summary section | Include a clear career objective",Quality Assurance | Manual Testing | Automation Testing | Selenium | TestNG | API Testing | Regression Testing | Test Plan | SQL,Mix of ● and • bullet styles | Inconsistent date formats | No section header for certifications | Long paragraphs without bullets | Varying indentation levels,"Highlight Australian work rights or visa status | Use British English spelling (e.g., colour, organisation) | Mention popular local tools (e.g., Azure DevOps, Cucumber) | Expect Agile environment with daily stand-ups | QA salaries range AU$70k–90k for mid level",2026-01-13T08:50:22,Nguyen Ngoc bao Tran.pdf
104,1768300856822,craft,Test engineering,Mid,3,"Quality Assurance specialist with 3+ years of gaming QA experience, proficient in manual and automated testing using Selenium/TestNG and SQL. Skilled in API, UX/UI, black-box and white-box testing, test planning, and documentation.","API, UX/UI, black-box & white-box testing expertise | Selenium & TestNG automation proficiency | Strong test documentation and template creation","No English proficiency or language skills listed | Missing quantifiable QA metrics (e.g., defects found) | No mention of performance/load testing tools | Inconsistent date formatting in certificates | Lacks ISTQB or industry-standard certification","Quantify QA achievements (e.g., defect counts, coverage) | Add English language proficiency and other soft skills ratings | Include performance/load testing tools (e.g., JMeter) | Highlight any ISTQB or equivalent certification | Standardize date formats and bullet styles",Quality Assurance | Manual Testing | Automation Testing | Selenium Framework | TestNG Framework | API Testing | Black-box Testing | Database Management | SQL | Jira | Postman,Inconsistent bullet styles (• vs ●) | Mixed date formats (MM/YYYY vs YYYY) | No clear separation between sections | Summary placed under ‘Professional Summary’ without header | Certificates section title not aligned,Use DD/MM/YYYY date format common in Australia | Mention Australian work rights or visa status clearly | Include ISTQB certification—highly regarded in ANZ QA roles | Emphasize JIRA and Selenium experience—market-preferred tools | Add English language proficiency to meet local expectations,2026-01-13T10:41:53,Nguyen Ngoc bao Tran.pdf
105,1768300934765,craft,Test engineering,Lead,8,"Senior QA Engineer / QA Lead with 8 years of software testing experience, including 1.5 years in a Lead role at a software company and 3 years as a Freelance QA Lead. Experienced across Digital Banking, Insurance, E-commerce, HRM, Stock Trading, and Game domains. Proficient in Manual & API Testing, Regression, Test Management, Defect Analysis, SDLC/STLC and Agile/Scrum. Proven ability to lead QA teams of 5 (in-house) and up to 15 (freelance). Strong communication, coordination, and process improvement skills.",Led QA teams up to 15 members | Expert in Manual & API Testing | Proven regression cycle optimization,No automation framework outcome metrics | Lacks Australian experience signal | Missing Git branch strategy details,Standardize date formats uniformly | Highlight automation tool achievements quantitatively | Add Australian work eligibility statement | Include relevant Git branching details | Emphasize recent Stock Trading project metrics,QA | Manual Testing | API Testing | Regression | Agile | Scrum | Selenium,Date formats inconsistent (year vs MM YYYY) | Overview and summary separated by dashes | Role titles sometimes use QC vs QA | Projects list inline without bullets | Certification “In Progress” unclear date,"Australian employers value explicit visa/work rights statements | Include local spelling (e.g., ‘organisation’) | Highlight exposure to ASX-like trading platforms | Salary for Senior QA in Sydney ~AUD100k–120k | Experience with Agile/Scrum aligns with local tech firms",2026-01-13T10:42:54,Nguyen Cong Quyen_QC.pdf
102,1768301145125,craft,Test engineering,Mid,3,"Quality Assurance professional with 3+ years of experience in manual and automated testing of gaming platforms and related systems. Skilled in API/UI testing, Selenium/TestNG automation, SQL, and test documentation.",Expert in API & UI testing | Proficient in Selenium & TestNG | Strong collaboration & communication,Missing LinkedIn or portfolio link | No quantitative testing metrics | Limited automation tool diversity | Summary lacks achievements | No ISTQB or local certification,"Quantify testing outcomes (e.g., defect rates, coverage) | Add LinkedIn/GitHub for professional branding | Include local QA certifications (e.g., ISTQB) | List tools and frameworks in a dedicated skills section | Standardize date formats and bullet usage",Quality Assurance | Test Case | Regression Testing | API Testing | Automation | Selenium | TestNG | Defect Tracking | SRS | UX/UI Testing,Inconsistent bullet styles | Summary text runs without bullets | Certificates section missing dates format consistency | Projects lack uniform heading formatting | Skills not separately listed,"In Australia, highlight work rights or visa status clearly | Mention ISTQB or local QA credentials for credibility | Average QA engineer salary A$70–90k; adjust expectations | Use term “resume” and Australian English spellings | Familiarity with Azure DevOps and AWS is valued locally",2026-01-13T10:46:23,La Thi Phuong Thao_QC.pdf
